"No.","Time","Source","Destination","Protocol","Length","Info"
"1792","152.730657","192.168.1.21","224.0.0.251","MDNS","146","Standard query 0x0000 SRV MacBook Air di Stefania._companion-link._tcp.local, ""QM"" question AAAA MacBook-Air-di-Stefania.local, ""QM"" question A MacBook-Air-di-Stefania.local, ""QM"" question"
"1793","152.730669","fe80::1028:66e5:5415:52bd","ff02::fb","MDNS","166","Standard query 0x0000 SRV MacBook Air di Stefania._companion-link._tcp.local, ""QM"" question AAAA MacBook-Air-di-Stefania.local, ""QM"" question A MacBook-Air-di-Stefania.local, ""QM"" question"
"1794","152.792108","192.168.1.18","224.0.0.251","MDNS","173","Standard query response 0x0000 AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1795","152.792628","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","193","Standard query response 0x0000 AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1796","152.888909","192.168.1.13","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"1797","153.357690","192.168.1.13","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"1798","153.358214","192.168.1.13","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1799","153.358606","fe80::2c:61ca:c63a:eb5d","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1800","153.359141","fe80::2c:61ca:c63a:eb5d","ff02::1:3","LLMNR","84","Standard query 0x0407 A wpad"
"1801","153.359282","192.168.1.13","224.0.0.252","LLMNR","64","Standard query 0x0407 A wpad"
"1802","153.359948","192.168.1.13","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1803","153.360406","fe80::2c:61ca:c63a:eb5d","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1804","153.547932","192.168.1.18","224.0.0.251","MDNS","389","Standard query response 0x0000 TXT, cache flush PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1805","153.548285","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","409","Standard query response 0x0000 TXT, cache flush PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1806","153.548673","192.168.1.9","224.0.0.251","MDNS","87","Standard query response 0x0000 A, cache flush 192.168.1.9"
"1807","153.653880","192.168.1.12","224.0.0.251","MDNS","246","Standard query response 0x0000 TXT PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1808","153.654029","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","266","Standard query response 0x0000 TXT PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1809","153.727791","162.159.136.234","192.168.1.13","TLSv1.2","221","Application Data"
"1810","153.776906","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=45557 Win=1026 Len=0"
"1811","153.777239","fe80::2c:61ca:c63a:eb5d","ff02::1:3","LLMNR","84","Standard query 0x0407 A wpad"
"1812","153.777462","192.168.1.13","224.0.0.252","LLMNR","64","Standard query 0x0407 A wpad"
"1813","154.118221","192.168.1.13","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"1814","154.317193","162.159.136.234","192.168.1.13","TLSv1.2","366","Application Data"
"1815","154.367307","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=45869 Win=1025 Len=0"
"1816","154.368538","192.168.1.13","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1817","154.368941","fe80::2c:61ca:c63a:eb5d","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1818","154.369474","192.168.1.13","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"1819","154.369863","fe80::2c:61ca:c63a:eb5d","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"1820","154.440720","192.168.1.9","224.0.0.251","MDNS","87","Standard query response 0x0000 A, cache flush 192.168.1.9"
"1821","154.490039","192.168.1.9","224.0.0.251","MDNS","87","Standard query response 0x0000 A, cache flush 192.168.1.9"
"1822","154.650569","192.168.1.18","224.0.0.251","MDNS","583","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1823","154.650959","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","603","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1824","154.723844","192.168.1.13","192.168.1.8","TCP","164","64568  >  8009 [PSH, ACK] Seq=2596 Ack=8594 Win=261632 Len=110 [TCP segment of a reassembled PDU]"
"1825","154.735476","192.168.1.8","192.168.1.13","TCP","164","8009  >  64568 [PSH, ACK] Seq=8594 Ack=2706 Win=19968 Len=110 [TCP segment of a reassembled PDU]"
"1826","154.785441","192.168.1.13","192.168.1.8","TCP","54","64568  >  8009 [ACK] Seq=2706 Ack=8704 Win=261632 Len=0"
"1827","154.832279","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=3411 Ack=4111 Win=1026 Len=110 [TCP segment of a reassembled PDU]"
"1828","154.878298","192.168.1.13","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"1829","155.020402","192.168.1.8","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1830","155.020402","192.168.1.8","224.0.0.251","MDNS","403","Standard query response 0x0000 PTR Chromecast-f0887aad7ba1c62ab6daf486c5bfce0c._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 f0887aad-7ba1-c62a-b6da-f486c5bfce0c.local A, cache flush 192.168.1.8"
"1831","155.077526","192.168.1.29","224.0.0.251","MDNS","410","Standard query response 0x0000 PTR Chromecast-ec4332bf7b1aa95ef02672e9c38b3681._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 ec4332bf-7b1a-a95e-f026-72e9c38b3681.local A, cache flush 192.168.1.29"
"1832","155.089931","192.168.1.8","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlezone._tcp.local, ""QM"" question"
"1833","155.090506","192.168.1.8","224.0.0.251","MDNS","256","Standard query response 0x0000 PTR f0887aad-7ba1-c62a-b6da-f486c5bfce0c._googlezone._tcp.local TXT, cache flush SRV, cache flush 210 20 10001 f0887aad-7ba1-c62a-b6da-f486c5bfce0c.local A, cache flush 192.168.1.8"
"1834","155.113628","162.159.136.234","192.168.1.13","TLSv1.2","281","Application Data"
"1835","155.126757","192.168.1.29","192.168.1.13","TCP","164","8009  >  64447 [PSH, ACK] Seq=4111 Ack=3521 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"1836","155.155521","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=46096 Win=1024 Len=0"
"1837","155.167012","162.159.136.234","192.168.1.13","TLSv1.2","244","Application Data"
"1838","155.174264","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=3521 Ack=4221 Win=1026 Len=0"
"1839","155.182818","192.168.1.29","224.0.0.251","MDNS","256","Standard query response 0x0000 PTR ec4332bf-7b1a-a95e-f026-72e9c38b3681._googlezone._tcp.local TXT, cache flush SRV, cache flush 210 49 10001 ec4332bf-7b1a-a95e-f026-72e9c38b3681.local A, cache flush 192.168.1.29"
"1840","155.218193","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=46286 Win=1023 Len=0"
"1841","155.302593","162.159.136.234","192.168.1.13","TLSv1.2","242","Application Data"
"1842","155.357058","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=46474 Win=1022 Len=0"
"1843","155.550346","192.168.1.18","224.0.0.251","MDNS","204","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local OPT"
"1844","155.550869","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","224","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local OPT"
"1845","157.130847","162.159.136.234","192.168.1.13","TLSv1.2","415","Application Data"
"1846","157.183337","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=46835 Win=1028 Len=0"
"1847","157.371052","162.159.136.234","192.168.1.13","TLSv1.2","129","Application Data"
"1848","157.416478","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=46910 Win=1027 Len=0"
"1849","157.434033","192.168.1.13","192.168.1.255","UDP","86","57621  >  57621 Len=44"
"1850","157.501251","162.159.136.234","192.168.1.13","TLSv1.2","468","Application Data"
"1851","157.540917","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=47324 Win=1026 Len=0"
"1852","157.550649","192.168.1.18","224.0.0.251","MDNS","583","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1853","157.550843","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","603","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone di Stefania (2)._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local PTR, cache flush iPhone-di-Stefania-2.local AAAA, cache flush fe80::836:7aa6:a405:b5eb A, cache flush 192.168.1.18 NSEC, cache flush iPhone di Stefania (2)._rdlink._tcp.local NSEC, cache flush B.E.5.B.5.0.4.A.6.A.A.7.6.3.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 18.1.168.192.in-addr.arpa NSEC, cache flush iPhone-di-Stefania-2.local OPT"
"1854","158.578961","162.159.136.234","192.168.1.13","TLSv1.2","378","Application Data"
"1855","158.630387","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=47648 Win=1024 Len=0"
"1856","158.672132","193.59.178.125","192.168.1.13","TCP","60","[TCP Keep-Alive] 443  >  55069 [ACK] Seq=24 Ack=30 Win=485 Len=0"
"1857","158.672479","192.168.1.13","193.59.178.125","TCP","54","[TCP Keep-Alive ACK] 55069  >  443 [ACK] Seq=30 Ack=25 Win=1022 Len=0"
"1858","159.682258","192.168.1.13","20.54.37.73","TLSv1.2","97","Application Data"
"1859","159.727500","20.54.37.73","192.168.1.13","TLSv1.2","228","Application Data"
"1860","159.744324","192.168.1.13","192.168.1.8","TCP","164","64568  >  8009 [PSH, ACK] Seq=2706 Ack=8704 Win=261632 Len=110 [TCP segment of a reassembled PDU]"
"1861","159.747873","192.168.1.8","192.168.1.13","TCP","164","8009  >  64568 [PSH, ACK] Seq=8704 Ack=2816 Win=19968 Len=110 [TCP segment of a reassembled PDU]"
"1862","159.774284","192.168.1.13","20.54.37.73","TCP","54","49926  >  443 [ACK] Seq=173 Ack=697 Win=1025 Len=0"
"1863","159.789366","192.168.1.13","192.168.1.8","TCP","54","64568  >  8009 [ACK] Seq=2816 Ack=8814 Win=261376 Len=0"
"1864","159.929160","162.159.136.234","192.168.1.13","TLSv1.2","554","Application Data"
"1865","159.976482","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=48148 Win=1022 Len=0"
"1866","160.131598","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=3521 Ack=4221 Win=1026 Len=110 [TCP segment of a reassembled PDU]"
"1867","160.133407","192.168.1.29","192.168.1.13","TCP","164","[TCP Previous segment not captured] 8009  >  64447 [PSH, ACK] Seq=4335 Ack=3631 Win=312 Len=110 [TCP segment of a reassembled PDU]"
"1868","160.133522","192.168.1.13","192.168.1.29","TCP","66","[TCP Dup ACK 1838#1] 64447  >  8009 [ACK] Seq=3631 Ack=4221 Win=1026 Len=0 SLE=4335 SRE=4445"
"1869","160.136786","192.168.1.29","192.168.1.13","TCP","168","[TCP Retransmission] 8009  >  64447 [PSH, ACK] Seq=4221 Ack=3631 Win=312 Len=114"
"1870","160.136916","192.168.1.13","192.168.1.29","TCP","54","64447  >  8009 [ACK] Seq=3631 Ack=4445 Win=1025 Len=0"
"1871","160.137665","192.168.1.13","192.168.1.29","TCP","164","64447  >  8009 [PSH, ACK] Seq=3631 Ack=4445 Win=1025 Len=110 [TCP segment of a reassembled PDU]"
"1872","160.177069","192.168.1.29","192.168.1.13","TCP","60","8009  >  64447 [ACK] Seq=4445 Ack=3741 Win=312 Len=0"
"1873","160.194437","192.168.1.13","35.186.224.47","TLSv1.2","89","Application Data"
"1874","160.212178","35.186.224.47","192.168.1.13","TCP","60","443  >  55009 [ACK] Seq=156 Ack=211 Win=267 Len=0"
"1875","160.225250","35.186.224.47","192.168.1.13","TLSv1.2","85","Application Data"
"1876","160.271110","192.168.1.13","35.186.224.47","TCP","54","55009  >  443 [ACK] Seq=211 Ack=187 Win=1024 Len=0"
"1877","161.488906","192.168.1.18","224.0.0.251","MDNS","198","Standard query response 0x0000 PTR iPhone di Stefania (2)._rdlink._tcp.local TXT OPT"
"1878","161.489477","fe80::836:7aa6:a405:b5eb","ff02::fb","MDNS","218","Standard query response 0x0000 PTR iPhone di Stefania (2)._rdlink._tcp.local TXT OPT"
"1879","161.615824","192.168.1.12","224.0.0.251","MDNS","264","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1880","161.615872","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","284","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1881","161.616127","192.168.1.12","224.0.0.251","MDNS","171","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"1882","161.620073","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","191","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"1883","161.622295","162.159.136.234","192.168.1.13","TLSv1.2","152","Application Data"
"1884","161.666403","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=48246 Win=1028 Len=0"
"1885","161.868222","192.168.1.13","146.75.62.248","TCP","55","[TCP Keep-Alive] 55062  >  443 [ACK] Seq=1 Ack=33 Win=1025 Len=1"
"1886","161.868222","192.168.1.13","146.75.62.248","TCP","55","[TCP Keep-Alive] 55063  >  443 [ACK] Seq=1 Ack=33 Win=1025 Len=1"
"1887","161.872288","146.75.62.248","192.168.1.13","TCP","60","443  >  55062 [RST] Seq=33 Win=0 Len=0"
"1888","161.872291","146.75.62.248","192.168.1.13","TCP","60","443  >  55063 [RST] Seq=33 Win=0 Len=0"
"1889","162.133606","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QU"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QU"" question ANY iPad-di-Leonardo-2.local, ""QU"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1890","162.133748","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","300","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QU"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QU"" question ANY iPad-di-Leonardo-2.local, ""QU"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1891","162.167013","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1892","162.167123","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","300","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1893","162.460812","162.159.136.234","192.168.1.13","TLSv1.2","439","Application Data"
"1894","162.503954","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=48631 Win=1026 Len=0"
"1895","162.658130","192.168.1.12","224.0.0.251","MDNS","280","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1896","162.658282","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","300","Standard query 0x0000 ANY iPad di Leonardo (3)._rdlink._tcp.local, ""QM"" question ANY iPad di Leonardo (3)._companion-link._tcp.local, ""QM"" question ANY iPad-di-Leonardo-2.local, ""QM"" question SRV 0 0 49153 iPad-di-Leonardo-2.local SRV 0 0 51220 iPad-di-Leonardo-2.local A 192.168.1.12 AAAA fe80::18af:509e:62d9:28ab OPT"
"1897","162.658680","192.168.1.12","224.0.0.251","MDNS","264","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1898","162.658703","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","284","Standard query response 0x0000 PTR, cache flush iPad-di-Leonardo-2.local PTR, cache flush iPad-di-Leonardo-2.local NSEC, cache flush 12.1.168.192.in-addr.arpa NSEC, cache flush B.A.8.2.9.D.2.6.E.9.0.5.F.A.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa OPT"
"1899","162.659015","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","214","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local OPT"
"1900","162.659082","192.168.1.12","224.0.0.251","MDNS","194","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad (6)._companion-link._tcp.local OPT"
"1901","162.669613","192.168.1.12","224.0.0.251","MDNS","665","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1902","162.669655","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","685","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1903","163.022532","193.59.178.125","192.168.1.13","TCP","60","[TCP Keep-Alive] 443  >  55049 [ACK] Seq=1 Ack=141 Win=495 Len=0"
"1904","163.022868","192.168.1.13","193.59.178.125","TCP","54","[TCP Keep-Alive ACK] 55049  >  443 [ACK] Seq=141 Ack=2 Win=1023 Len=0"
"1905","163.670603","192.168.1.12","224.0.0.251","MDNS","665","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1906","163.671025","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","685","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR iPad di Leonardo (3)._rdlink._tcp.local SRV, cache flush 0 0 49153 iPad-di-Leonardo-2.local TXT, cache flush PTR _companion-link._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local SRV, cache flush 0 0 51220 iPad-di-Leonardo-2.local A, cache flush 192.168.1.12 AAAA, cache flush fe80::18af:509e:62d9:28ab NSEC, cache flush iPad di Leonardo (3)._rdlink._tcp.local NSEC, cache flush iPad di Leonardo (3)._companion-link._tcp.local NSEC, cache flush iPad-di-Leonardo-2.local OPT"
"1907","163.698651","162.159.136.234","192.168.1.13","TLSv1.2","163","Application Data"
"1908","163.742836","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=48740 Win=1026 Len=0"
"1909","164.055288","162.159.136.234","192.168.1.13","TLSv1.2","341","Application Data"
"1910","164.098323","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=49027 Win=1025 Len=0"
"1911","164.308918","192.168.1.12","224.0.0.251","MDNS","246","Standard query response 0x0000 TXT PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1912","164.309062","fe80::18af:509e:62d9:28ab","ff02::fb","MDNS","266","Standard query response 0x0000 TXT PTR iPad di Leonardo (3)._rdlink._tcp.local PTR iPad di Leonardo (3)._companion-link._tcp.local OPT"
"1913","164.634185","162.159.136.234","192.168.1.13","TLSv1.2","138","Application Data"
"1914","164.683901","192.168.1.13","162.159.136.234","TCP","54","54941  >  443 [ACK] Seq=217 Ack=49111 Win=1024 Len=0"
"1915","164.761425","192.168.1.13","192.168.1.8","TCP","164","64568  >  8009 [PSH, ACK] Seq=2816 Ack=8814 Win=261376 Len=110 [TCP segment of a reassembled PDU]"
"1916","164.772573","192.168.1.8","192.168.1.13","TCP","164","8009  >  64568 [PSH, ACK] Seq=8814 Ack=2926 Win=19968 Len=110 [TCP segment of a reassembled PDU]"
"1917","164.823478","192.168.1.13","192.168.1.8","TCP","54","64568  >  8009 [ACK] Seq=2926 Ack=8924 Win=261376 Len=0"
"1918","164.977212","192.168.1.13","34.158.0.131","SSL","65","Continuation Data"
"1919","165.005517","34.158.0.131","192.168.1.13","TCP","65","443  >  54993 [PSH, ACK] Seq=23 Ack=23 Win=16 Len=11 [TCP segment of a reassembled PDU]"
"1920","165.053441","192.168.1.13","34.158.0.131","TCP","54","54993  >  443 [ACK] Seq=23 Ack=34 Win=1024 Len=0"
